iter	Passed	Remaining
146	1171	6796
147	1173	6755
148	1182	6756
149	1185	6718
150	1187	6679
151	1195	6667
152	1206	6677
153	1213	6667
154	1218	6642
155	1225	6630
156	1227	6592
157	1233	6573
158	1235	6534
159	1266	6651
160	1304	6797
161	1315	6807
162	1318	6769
163	1332	6794
164	1344	6804
165	1346	6766
166	1357	6771
167	1359	6735
168	1373	6755
169	1378	6731
170	1381	6697
171	1383	6662
172	1392	6658
173	1403	6660
174	1406	6631
175	1410	6605
176	1415	6583
177	1446	6679
178	1448	6644
179	1461	6656
180	1463	6619
181	1475	6633
182	1491	6658
183	1504	6674
184	1514	6673
185	1518	6645
186	1521	6616
187	1529	6607
188	1532	6574
189	1535	6545
190	1542	6532
191	1544	6499
192	1549	6477
193	1551	6445
194	1555	6422
195	1565	6421
196	1570	6401
197	1597	6469
198	1599	6438
199	1601	6406
200	1610	6400
201	1612	6368
202	1616	6347
203	1621	6325
204	1623	6297
205	1628	6275
206	1637	6272
207	1639	6242
208	1641	6213
209	1649	6204
210	1651	6175
211	1653	6147
212	1662	6141
213	1664	6112
214	1667	6089
215	1669	6059
216	1671	6032
217	1674	6005
218	1676	5978
219	1678	5952
220	1691	5960
221	1693	5933
222	1704	5938
223	1706	5911
224	1717	5917
225	1726	5912
226	1731	5897
227	1735	5875
228	1737	5850
229	1748	5853
230	1752	5833
231	1763	5838
232	1775	5843
233	1778	5822
234	1786	5816
235	1789	5792
236	1791	5766
237	1801	5767
238	1803	5741
239	1813	5742
240	1815	5718
241	1824	5713
242	1826	5690
243	1829	5667
244	1850	5702
245	1860	5701
246	1863	5680
247	1874	5682
248	1876	5661
249	1888	5665
250	1924	5741
251	1934	5743
252	1954	5771
253	1970	5786
254	1973	5764
255	1984	5767
256	2053	5935
257	2055	5912
258	2063	5904
259	2066	5881
260	2069	5858
261	2076	5849
262	2084	5841
263	2086	5818
264	2089	5794
265	2091	5771
266	2136	5864
267	2140	5847
268	2144	5826
269	2147	5805
270	2151	5788
271	2154	5766
272	2157	5745
273	2159	5722
274	2191	5776
275	2202	5777
276	2206	5760
277	2250	5846
278	2253	5823
279	2256	5802
280	2260	5784
281	2266	5771
282	2269	5751
283	2272	5728
284	2287	5739
285	2308	5763
286	2310	5741
287	2314	5722
288	2317	5700
289	2320	5681
290	2347	5718
291	2349	5696
292	2357	5688
293	2359	5666
294	2364	5650
295	2371	5639
296	2373	5617
297	2376	5597
298	2382	5585
299	2388	5573
300	2404	5583
301	2412	5576
302	2415	5556
303	2424	5550
304	2439	5558
305	2525	5727
306	2527	5705
307	2539	5705
308	2541	5684
309	2543	5662
310	2554	5659
311	2557	5640
312	2569	5640
313	2571	5618
314	2586	5624
315	2588	5602
316	2600	5603
317	2603	5582
318	2605	5561
319	2609	5545
320	2612	5526
321	2629	5536
322	2634	5520
323	2638	5505
324	2651	5506
325	2663	5506
326	2665	5485
327	2671	5473
328	2677	5460
329	2679	5440
330	2682	5420
331	2688	5409
332	2691	5390
333	2695	5374
334	2701	5361
335	2703	5342
336	2706	5325
337	2709	5306
338	2711	5287
339	2714	5269
340	2716	5250
341	2718	5230
342	2724	5218
343	2726	5200
344	2730	5184
345	2736	5171
346	2738	5153
347	2740	5134
348	2742	5115
349	2747	5102
350	2750	5085
351	2755	5071
352	2757	5054
353	2759	5036
354	2762	5019
355	2774	5018
356	2787	5020
357	2789	5001
358	2791	4984
359	2793	4966
360	2795	4948
361	2798	4931
362	2801	4915
363	2803	4897
364	2809	4887
365	2811	4870
366	2814	4854
367	2817	4838
368	2821	4824
369	2824	4810
370	2826	4792
371	2829	4776
372	2833	4762
373	2835	4746
374	2839	4731
375	2840	4714
376	2849	4708
377	2852	4693
378	2854	4677
379	2856	4660
380	2859	4645
381	2860	4628
382	2865	4616
383	2866	4598
384	2872	4589
385	2875	4573
386	2877	4558
387	2880	4543
388	2883	4529
389	2885	4513
390	2887	4497
391	2889	4481
392	2891	4466
393	2893	4449
394	2895	4435
395	2903	4428
396	2905	4413
397	2907	4397
398	2910	4383
399	2912	4368
400	2914	4353
401	2918	4341
402	2920	4326
403	2922	4311
404	2925	4297
405	2926	4282
406	2933	4274
407	2935	4259
408	2938	4246
409	2941	4232
410	2943	4218
411	2945	4203
412	2947	4189
413	2949	4174
414	2952	4162
415	2956	4150
416	2959	4137
417	2985	4157
418	2987	4143
419	2999	4142
420	3008	4137
421	3023	4141
422	3027	4130
423	3035	4123
424	3067	4150
425	3072	4139
426	3076	4128
427	3078	4114
428	3100	4127
429	3109	4121
430	3112	4109
431	3116	4097
432	3120	4085
433	3124	4074
434	3127	4061
435	3137	4058
436	3139	4044
437	3141	4030
438	3145	4019
439	3147	4005
440	3151	3994
441	3165	3995
442	3174	3991
443	3177	3978
444	3179	3965
445	3183	3953
446	3201	3960
447	3216	3963
448	3232	3967
449	3244	3965
450	3262	3971
451	3264	3958
452	3266	3944
453	3269	3932
454	3278	3926
455	3281	3914
456	3284	3902
457	3292	3896
458	3297	3887
459	3307	3883
460	3312	3873
461	3323	3870
462	3325	3856
463	3334	3851
464	3339	3842
465	3341	3829
466	3343	3816
467	3346	3804
468	3348	3791
469	3358	3787
470	3360	3773
471	3361	3760
472	3369	3754
473	3372	3742
474	3374	3730
475	3382	3723
476	3384	3710
477	3386	3698
478	3388	3685
479	3390	3672
480	3393	3661
481	3396	3650
482	3397	3636
483	3406	3631
484	3408	3619
485	3410	3607
486	3412	3594
487	3413	3581
488	3415	3568
489	3417	3557
490	3419	3544
491	3421	3532
492	3423	3520
493	3425	3508
494	3427	3496
495	3429	3484
496	3437	3478
497	3438	3466
498	3440	3454
499	3442	3442
500	3443	3430
501	3445	3418
502	3447	3406
503	3451	3396
504	3460	3391
505	3463	3381
506	3464	3369
507	3466	3357
508	3480	3357
509	3494	3357
510	3508	3357
511	3511	3347
512	3520	3341
513	3522	3331
514	3524	3319
515	3527	3308
516	3528	3296
517	3532	3287
518	3540	3281
519	3542	3270
520	3544	3258
521	3546	3247
522	3554	3242
523	3556	3231
524	3558	3219
525	3568	3215
526	3570	3204
527	3572	3193
528	3573	3182
529	3576	3171
530	3578	3160
531	3580	3149
532	3586	3142
533	3588	3131
534	3590	3120
535	3591	3109
536	3593	3098
537	3600	3092
538	3602	3081
539	3606	3072
540	3607	3061
541	3616	3055
542	3617	3044
543	3619	3034
544	3621	3023
545	3630	3018
546	3632	3008
547	3634	2997
548	3642	2992
549	3644	2981
550	3646	2971
551	3648	2960
552	3650	2950
553	3658	2945
554	3661	2935
555	3663	2925
556	3672	2920
557	3674	2910
558	3676	2900
559	3678	2890
560	3681	2880
561	3683	2870
562	3685	2860
563	3694	2855
564	3696	2846
565	3698	2836
566	3706	2830
567	3708	2820
568	3710	2810
569	3711	2800
570	3720	2795
571	3723	2785
572	3724	2775
573	3726	2765
574	3728	2756
575	3732	2747
576	3734	2737
577	3740	2731
578	3742	2721
579	3745	2712
580	3747	2702
581	3753	2695
582	3758	2688
583	3760	2678
584	3761	2668
585	3764	2659
586	3767	2650
587	3768	2640
588	3774	2634
589	3776	2624
590	3778	2614
591	3781	2605
592	3782	2596
593	3789	2590
594	3791	2580
595	3794	2572
596	3795	2562
597	3797	2552
598	3802	2545
599	3811	2541
600	3814	2532
601	3815	2522
602	3817	2513
603	3825	2508
604	3827	2499
605	3830	2490
606	3832	2481
607	3839	2475
608	3841	2466
609	3843	2457
610	3845	2448
611	3847	2438
612	3848	2429
613	3851	2420
614	3853	2412
615	3854	2402
616	3857	2394
617	3859	2385
618	3861	2376
619	3863	2368
620	3871	2362
621	3874	2354
622	3875	2345
623	3877	2336
624	3884	2330
625	3886	2322
626	3888	2313
627	3889	2304
628	3891	2295
629	3899	2290
630	3902	2282
631	3904	2273
632	3905	2264
633	3913	2259
634	3915	2250
635	3918	2242
636	3933	2241
637	3943	2237
638	3948	2230
639	3959	2227
640	3961	2218
641	3962	2209
642	3971	2205
643	3973	2196
644	3976	2188
645	3977	2179
646	3979	2171
647	3982	2163
648	3985	2155
649	3993	2150
650	3996	2142
651	4010	2140
652	4013	2132
653	4021	2127
654	4029	2122
655	4033	2115
656	4035	2106
657	4040	2100
658	4042	2091
659	4045	2083
660	4108	2107
661	4111	2099
662	4113	2091
663	4116	2082
664	4119	2074
665	4129	2070
666	4132	2062
667	4134	2055
668	4147	2052
669	4179	2058
670	4191	2054
671	4193	2046
672	4201	2041
673	4203	2033
674	4206	2025
675	4214	2020
676	4218	2012
677	4279	2032
678	4312	2038
679	4323	2034
680	4326	2026
681	4343	2025
682	4357	2022
683	4360	2014
684	4362	2005
685	4374	2002
686	4376	1993
687	4387	1989
688	4389	1981
689	4390	1972
690	4398	1967
691	4402	1959
692	4404	1951
693	4412	1945
694	4418	1938
695	4429	1934
696	4446	1933
697	4456	1928
698	4460	1920
699	4471	1916
700	4473	1907
701	4475	1899
702	4484	1894
703	4486	1886
704	4488	1878
705	4500	1874
706	4503	1866
707	4512	1861
708	4514	1853
709	4518	1845
710	4520	1837
711	4522	1829
712	4533	1824
713	4535	1816
714	4544	1811
715	4546	1803
716	4548	1795
717	4550	1787
718	4560	1782
719	4562	1774
720	4575	1770
721	4577	1762
722	4588	1758
723	4592	1750
724	4602	1745
725	4604	1737
726	4608	1730
727	4610	1722
728	4614	1715
729	4616	1707
730	4626	1702
731	4645	1700
732	4657	1696
733	4660	1689
734	4671	1684
735	4673	1676
736	4677	1669
737	4695	1667
738	4697	1659
739	4709	1654
740	4711	1646
741	4722	1642
742	4725	1634
743	4726	1626
744	4729	1618
745	4731	1611
746	4733	1603
747	4735	1595
748	4740	1588
749	4742	1580
750	4746	1573
751	4755	1568
752	4757	1560
753	4769	1556
754	4771	1548
755	4773	1540
756	4783	1535
757	4786	1528
758	4787	1520
759	4797	1515
760	4798	1507
761	4802	1499
762	4812	1494
763	4814	1487
764	4828	1483
765	4841	1479
766	4851	1473
767	4853	1466
768	4857	1459
769	4859	1451
770	4861	1443
771	4872	1439
772	4874	1431
773	4884	1426
774	4889	1419
775	4901	1414
776	4903	1407
777	4904	1399
778	4908	1392
779	4912	1385
780	4914	1377
781	4921	1371
782	4923	1364
783	4925	1357
784	4928	1349
785	4930	1342
786	4940	1337
787	4943	1329
788	4944	1322
789	4950	1315
790	4952	1308
791	4953	1300
792	4961	1295
793	4965	1288
794	4967	1280
795	4968	1273
796	4971	1266
797	4973	1258
798	4982	1253
799	4985	1246
800	4987	1238
801	4999	1234
802	5001	1226
803	5011	1221
804	5014	1214
805	5015	1207
806	5026	1202
807	5029	1195
808	5039	1189
809	5041	1182
810	5042	1175
811	5044	1167
812	5046	1160
813	5048	1153
814	5049	1146
815	5053	1139
816	5060	1133
817	5062	1126
818	5065	1119
819	5067	1112
820	5075	1106
821	5077	1099
822	5079	1092
823	5091	1087
824	5094	1080
825	5095	1073
826	5101	1067
827	5104	1060
828	5105	1053
829	5107	1046
830	5108	1038
831	5109	1031
832	5111	1024
833	5112	1017
834	5114	1010
835	5115	1003
836	5117	996
837	5118	989
838	5125	983
839	5126	976
840	5127	969
841	5129	962
842	5130	955
843	5131	948
844	5137	942
845	5139	935
846	5141	928
847	5142	921
848	5144	915
849	5145	908
850	5152	902
851	5154	895
852	5155	888
853	5157	881
854	5158	874
855	5166	869
856	5167	862
857	5169	855
858	5170	848
859	5172	842
860	5173	835
861	5175	828
862	5176	821
863	5178	815
864	5179	808
865	5180	801
866	5182	794
867	5183	788
868	5186	781
869	5188	775
870	5189	768
871	5191	762
872	5193	755
873	5195	749
874	5197	742
875	5198	735
876	5205	730
877	5206	723
878	5208	716
879	5209	710
880	5210	703
881	5212	697
882	5219	691
883	5220	685
884	5222	678
885	5223	672
886	5225	665
887	5226	659
888	5233	653
889	5235	647
890	5237	640
891	5238	634
892	5240	627
893	5247	622
894	5249	615
895	5250	609
896	5251	603
897	5253	596
898	5254	590
899	5261	584
900	5262	578
901	5264	571
902	5265	565
903	5267	559
904	5268	553
905	5274	547
906	5276	541
907	5277	534
908	5278	528
909	5279	522
910	5281	515
911	5282	509
912	5288	503
913	5289	497
914	5290	491
915	5291	485
916	5293	479
917	5294	472
918	5295	466
919	5300	460
920	5301	454
921	5302	448
922	5303	442
923	5304	436
924	5305	430
925	5306	424
926	5307	417
927	5308	411
928	5315	406
929	5316	400
930	5317	394
931	5319	388
932	5320	382
933	5321	376
934	5322	369
935	5328	364
936	5329	358
937	5330	352
938	5331	346
939	5333	340
940	5334	334
941	5335	328
942	5336	322
943	5342	316
944	5343	311
945	5345	305
946	5346	299
947	5347	293
948	5348	287
949	5349	281
950	5355	275
951	5356	270
952	5357	264
953	5359	258
954	5360	252
955	5361	246
956	5362	240
957	5365	235
958	5366	229
959	5368	223
960	5369	217
961	5370	212
962	5372	206
963	5373	200
964	5374	194
965	5380	189
966	5381	183
967	5382	177
968	5383	172
969	5384	166
970	5384	160
971	5386	155
972	5386	149
973	5387	143
974	5388	138
975	5389	132
976	5391	126
977	5393	121
978	5394	115
979	5396	110
980	5397	104
981	5402	99
982	5403	93
983	5404	87
984	5405	82
985	5406	76
986	5407	71
987	5408	65
988	5409	60
989	5410	54
990	5411	49
991	5416	43
992	5418	38
993	5419	32
994	5420	27
995	5421	21
996	5422	16
997	5423	10
998	5424	5
999	5425	0
